playerID,yearID
turlebo01,1955
wilsoji02,1955
wynnea01,1955
roberro01,1955
crandde01,1955
kluszte01,1955
schoere01,1955
matheed01,1955
bankser01,1955
ennisde01,1955
snidedu01,1955
muelldo01,1955
aaronha01,1955
arroylu01,1955
bakerge02,1955
burgesm01,1955
camparo01,1955
conlege01,1955
haddiha01,1955
hodgegi01,1955
jacksra01,1955
jonessa02,1955
loganjo01,1955
lopatst01,1955
mayswi01,1955
musiast01,1955
newcodo01,1955
nuxhajo01,1955
thomafr03,1955
piercbi02,1956
berrayo01,1956
vernomi01,1956
foxne01,1956
kellge01,1956
kuennha01,1956
willite01,1956
mantlmi01,1956
kalinal01,1956
boonera01,1956
breweto01,1956
fordwh01,1956
kucksjo01,1956
lollash01,1956
martibi02,1956
maxwech01,1956
mcdougi01,1956
narlera01,1956
piersji01,1956
powervi01,1956
scorehe01,1956
sievero01,1956
simpsha01,1956
sullifr01,1956
wilsoji02,1956
wynnea01,1956
frienbo01,1956
baileed01,1956
longda02,1956
templjo01,1956
boyerke01,1956
mcmilro01,1956
robinfr02,1956
bellgu01,1956
musiast01,1956
aaronha01,1956
antonjo02,1956
bankser01,1956
camparo01,1956
crandde01,1956
gilliji01,1956
kluszte01,1956
labincl01,1956
lawrebr01,1956
lopatst01,1956
matheed01,1956
mayswi01,1956
nuxhajo01,1956
repulri01,1956
roberro01,1956
snidedu01,1956
spahnwa01,1956
bunniji01,1957
berrayo01,1957
wertzvi01,1957
foxne01,1957
kellge01,1957
kuennha01,1957
willite01,1957
mantlmi01,1957
kalinal01,1957
demaejo01,1957
grimbo01,1957
howarel01,1957
loesbi01,1957
malzofr01,1957
maxwech01,1957
mcdougi01,1957
minosmi01,1957
mossido01,1957
piercbi02,1957
richabo01,1957
shantbo01,1957
sievero01,1957
skowrbi01,1957
triangu01,1957
wynnea01,1957
simmocu01,1957
baileed01,1957
musiast01,1957
templjo01,1957
hoakdo01,1957
mcmilro01,1957
robinfr02,1957
mayswi01,1957
aaronha01,1957
antonjo02,1957
bankser01,1957
bellgu01,1957
burdele01,1957
cimolgi01,1957
foileha01,1957
hodgegi01,1957
jacksla01,1957
labincl01,1957
loganjo01,1957
matheed01,1957
moonwa01,1957
sanfoja02,1957
schoere01,1957
smithha09,1957
spahnwa01,1957
turlebo01,1958
triangu01,1958
skowrbi01,1958
foxne01,1958
malzofr01,1958
aparilu01,1958
cervbo01,1958
mantlmi01,1958
jenseja01,1958
berrayo01,1958
bridgro01,1958
durenry01,1958
fordwh01,1958
howarel01,1958
kalinal01,1958
kubekto01,1958
kuennha01,1958
lollash01,1958
mcdougi01,1958
narlera01,1958
odellbi01,1958
piercbi02,1958
vernomi01,1958
willite01,1958
wynnea01,1958
spahnwa01,1958
crandde01,1958
musiast01,1958
mazerbi01,1958
thomafr03,1958
bankser01,1958
skinnbo01,1958
mayswi01,1958
aaronha01,1958
antonjo02,1958
ashburi01,1958
blasido01,1958
crowege01,1958
farretu01,1958
frienbo01,1958
jacksla01,1958
loganjo01,1958
matheed01,1958
mcmahdo02,1958
morynwa01,1958
podrejo01,1958
purkebo01,1958
rosebjo01,1958
schmibo02,1958
wallsle01,1958
walkeje01,1959
wynnea01,1959
berrayo01,1959
triangu01,1959
runnepe01,1959
skowrbi01,1959
foxne01,1959
foxne01,1959
killeha01,1959
malzofr01,1959
aparilu01,1959
aparilu01,1959
minosmi01,1959
willite01,1959
kalinal01,1959
mantlmi01,1959
colavro01,1959
marisro01,1959
allisbo01,1959
berrayo01,1959
bunniji01,1959
colavro01,1959
daleybu01,1959
daleybu01,1959
durenry01,1959
durenry01,1959
fordwh01,1959
howarel01,1959
kalinal01,1959
killeha01,1959
kubekto01,1959
kuennha01,1959
kuennha01,1959
lollash01,1959
lollash01,1959
malzofr01,1959
mantlmi01,1959
mcdougi01,1959
mcdougi01,1959
mclisca01,1959
minosmi01,1959
odellbi01,1959
pascuca02,1959
piercbi02,1959
powervi01,1959
powervi01,1959
ramospe01,1959
richabo01,1959
runnepe01,1959
sievero01,1959
sievero01,1959
skowrbi01,1959
triangu01,1959
wilheho01,1959
wilheho01,1959
willite01,1959
woodlge01,1959
wynnea01,1959
drysddo01,1959
drysddo01,1959
crandde01,1959
crandde01,1959
cepedor01,1959
musiast01,1959
templjo01,1959
templjo01,1959
boyerke01,1959
matheed01,1959
bankser01,1959
bankser01,1959
moonwa01,1959
moonwa01,1959
mayswi01,1959
mayswi01,1959
aaronha01,1959
aaronha01,1959
antonjo02,1959
antonjo02,1959
boyerke01,1959
burdele01,1959
burdele01,1959
burgesm01,1959
burgesm01,1959
cepedor01,1959
conlege01,1959
conlege01,1959
cunnijo01,1959
cunnijo01,1959
elstodo01,1959
elstodo01,1959
facero01,1959
facero01,1959
gilliji01,1959
groatdi01,1959
groatdi01,1959
jonessa02,1959
loganjo01,1959
matheed01,1959
mazerbi01,1959
mazerbi01,1959
mizelvi01,1959
mizelvi01,1959
musiast01,1959
nealch01,1959
pinsova01,1959
pinsova01,1959
robinfr02,1959
robinfr02,1959
smithha09,1959
smithha09,1959
spahnwa01,1959
spahnwa01,1959
whitebi03,1959
whitebi03,1959
fordwh01,1960
monbobi01,1960
berrayo01,1960
berrayo01,1960
skowrbi01,1960
skowrbi01,1960
runnepe01,1960
runnepe01,1960
malzofr01,1960
malzofr01,1960
hansero02,1960
hansero02,1960
minosmi01,1960
minosmi01,1960
mantlmi01,1960
mantlmi01,1960
marisro01,1960
marisro01,1960
aparilu01,1960
aparilu01,1960
bellga01,1960
bellga01,1960
coateji01,1960
coateji01,1960
daleybu01,1960
daleybu01,1960
estrach01,1960
estrach01,1960
fordwh01,1960
foxne01,1960
foxne01,1960
gentiji01,1960
gentiji01,1960
howarel01,1960
howarel01,1960
kalinal01,1960
kalinal01,1960
kuennha01,1960
kuennha01,1960
laryfr01,1960
laryfr01,1960
lemonji01,1960
lemonji01,1960
lollash01,1960
lollash01,1960
monbobi01,1960
pascuca02,1960
pascuca02,1960
powervi01,1960
powervi01,1960
robinbr01,1960
robinbr01,1960
smithal04,1960
smithal04,1960
stalege01,1960
stalege01,1960
stigmdi01,1960
stigmdi01,1960
willite01,1960
willite01,1960
wynnea01,1960
wynnea01,1960
frienbo01,1960
lawve01,1960
crandde01,1960
crandde01,1960
adcocjo01,1960
adcocjo01,1960
mazerbi01,1960
mazerbi01,1960
matheed01,1960
matheed01,1960
bankser01,1960
bankser01,1960
skinnbo01,1960
skinnbo01,1960
mayswi01,1960
mayswi01,1960
aaronha01,1960
aaronha01,1960
baileed01,1960
baileed01,1960
boyerke01,1960
boyerke01,1960
buhlbo01,1960
buhlbo01,1960
burgesm01,1960
burgesm01,1960
cepedor01,1960
cepedor01,1960
clemero01,1960
clemero01,1960
facero01,1960
facero01,1960
frienbo01,1960
groatdi01,1960
groatdi01,1960
henrybi01,1960
henrybi01,1960
jacksla01,1960
jacksla01,1960
larkeno01,1960
larkeno01,1960
lawve01,1960
mccormi03,1960
mccormi03,1960
mcdanli01,1960
mcdanli01,1960
musiast01,1960
musiast01,1960
nealch01,1960
nealch01,1960
pinsova01,1960
pinsova01,1960
podrejo01,1960
podrejo01,1960
tayloto02,1960
tayloto02,1960
whitebi03,1960
whitebi03,1960
willist02,1960
willist02,1960
bunniji01,1961
fordwh01,1961
romanjo01,1961
romanjo01,1961
cashno01,1961
cashno01,1961
templjo01,1961
templjo01,1961
robinbr01,1961
robinbr01,1961
aparilu01,1961
kubekto01,1961
colavro01,1961
colavro01,1961
mantlmi01,1961
mantlmi01,1961
kalinal01,1961
marisro01,1961
arroylu01,1961
berrayo01,1961
berrayo01,1961
brandja01,1961
brandja01,1961
bunniji01,1961
donovdi01,1961
donovdi01,1961
durenry01,1961
fordwh01,1961
fornimi01,1961
foxne01,1961
foxne01,1961
francti01,1961
gentiji01,1961
gentiji01,1961
howarel01,1961
howarel01,1961
howsedi01,1961
howsedi01,1961
kalinal01,1961
killeha01,1961
killeha01,1961
kubekto01,1961
laryfr01,1961
latmaba01,1961
marisro01,1961
mcbrike01,1961
pascuca02,1961
perryji01,1961
piercbi02,1961
